DogID,1,4,5,7,8,9,14,16,2,3,6,10,11,12,13,15
CE 16:1,4.602049093,4.743149655,5.226147732,4.611094001,4.182365371,7.197937635,3.695749331,4.365072509,2.939595038,3.136774028,1.798127672,3.02280819,2.056812036,1.602757664,2.442125109,3.860366653
CE 18:1,241.2349272,397.4911365,329.5729238,436.2250498,244.6086778,330.9441318,192.9025578,287.7221354,182.9965748,220.5582679,137.1425102,253.1615426,136.8440282,244.5001389,202.0831393,250.473396
CE 18:2,2302.021296,3245.311113,2907.518177,2334.736727,1808.541979,2533.283307,1597.996424,2140.037851,1284.159831,1777.838135,2160.312916,2167.939582,1722.888511,1753.633962,1356.719891,1581.614287
CE 18:3,64.68737167,65.3223242,47.80052879,77.97072328,37.97956789,109.9697981,47.06789126,60.22642314,646.1247983,858.368987,961.7233396,1192.712195,1129.166291,1128.661585,781.8617298,625.061017
CE 20:2,2.15449704,2.556090947,2.301024547,3.437064968,0.593345952,1.432713397,0.719974662,2.329968252,1.52858942,1.443567286,1.722150447,1.599139701,1.666072018,2.07309287,1.995306663,2.033295276
CE 20:3,93.70886287,106.9632708,132.6906065,148.9786765,47.69379888,74.63496128,94.73636439,101.6213482,70.51771924,67.10417104,68.3541773,107.9473567,73.83358245,96.33550409,92.75733857,86.5235881
CE 20:4,4643.538085,5781.40196,5991.305326,8937.843236,3999.348897,4103.947829,3218.078705,4743.932944,2130.882595,2805.609201,2043.304371,4788.4357,2811.463065,4044.911716,3425.601451,3285.070719
CE 20:5,694.820773,1026.095948,920.2578642,1013.358909,304.3629568,864.6172093,356.7112652,615.6054704,1028.22512,1159.133879,1970.644817,2378.732968,1431.347616,2951.606676,1085.007242,1125.492249
CE 22:4,12.64116315,32.79321775,26.16149135,36.00596901,9.804680065,9.913218959,4.625565854,9.52066996,1.52858942,3.299582369,2.078519815,6.441783342,3.163908752,3.789816372,3.478671543,3.299582369
CE 22:5,180.4024952,289.4515217,281.1989479,339.9781858,145.6230157,123.1536557,105.3333784,157.759473,67.33933864,83.50620686,51.44200867,200.534651,56.50534807,173.8919706,102.9726574,111.6611959
CE 22:6,573.9211083,1071.761879,1306.795617,1032.68245,282.0093716,466.8655794,335.7958204,262.447045,429.3545378,636.63669,329.1206784,1829.773996,549.219465,1549.177439,801.6085726,559.722412
Cer d18:1/16:0,0.305937948,0.552445301,0.569295171,0.552469304,0.221712602,0.37525764,0.245379228,0.349286758,0.166650492,0.250899841,0.252820054,0.292880499,0.125749954,0.330324654,0.244011076,0.251331889
Cer d18:1/18:0,0.681627636,0.58343274,0.487398084,0.64579166,0.255004296,0.471700342,0.26513342,0.541500087,0.171090985,0.207335007,0.113604606,0.284551575,0.189597038,0.357519672,0.455450539,0.303537682
Cer d18:1/20:0,0.221040528,0.323843935,0.271542131,0.270317996,0.168234668,0.174883406,0.085449482,0.174763392,0.113340577,0.112308462,0.117493037,0.153281009,0.097858859,0.156905411,0.222792722,0.113052545
Cer d18:1/22:0,1.022105417,1.242881915,1.322066702,1.318754334,0.638662869,1.201525326,0.554941578,0.905236449,0.434784245,0.582448631,0.563390516,0.574167712,0.50259177,0.696293263,0.944192771,0.480989372
Cer d18:1/24:0,1.837811931,1.60889853,2.120395287,2.431325789,1.158272526,2.208605075,0.975204212,1.377104809,1.287286842,1.748305999,1.802143973,2.121643426,1.650927193,2.049755449,2.157335386,1.244226064
Cer d18:1/24:1,1.344341173,1.726727604,1.822498231,1.980723789,1.121452441,2.068669548,0.806105449,1.525393264,1.091017064,1.339012582,0.919374017,1.271013037,0.848518155,1.424366053,1.632925196,1.336012249
Cer d18:2/22:0,0.068479599,0.103283461,0.092986318,0.10102721,0.058494491,0.100067104,0.023690629,0.043300805,0.053789969,0.044812973,0.042820752,0.051845753,0.028251135,0.082017101,0.061302802,0.042220685
Cer d18:2/24:1,0.087825745,0.121261456,0.15824956,0.181244112,0.095674616,0.168114655,0.039388371,0.062550941,0.108468036,0.101051213,0.0793048,0.088041769,0.05208578,0.135183,0.131534596,0.110724286
DG 16:0_20:4,8.783236882,10.56394792,24.68376477,10.67315993,6.432402142,6.156595547,2.872831115,7.935455535,3.213424495,2.663662355,1.617818553,5.314367353,1.965816137,0.877398163,3.357806471,3.620655709
DG 16:0_22:5,6.600847781,5.740109077,13.99579643,4.964518718,3.437401663,2.684023915,0.499783764,2.437834136,0.668229402,2.080581297,0.201764556,2.089836552,1.528968106,1.334607754,5.036709706,2.460046747
DG 18:0_20:4,15.29523422,18.09402329,32.89317585,15.14900119,13.81809554,12.07625657,12.76669858,12.68155024,8.053922797,14.0383706,9.08310714,13.33312018,12.37242472,9.801314919,13.04250518,11.80230102
DG 18:1_18:2,48.68078962,41.45983976,86.24231603,59.62975615,20.28566765,20.44300698,18.44016982,19.13801604,12.58344454,10.79718034,7.228354062,16.9685843,13.71073458,15.1712138,19.96543583,13.13875983
DG 18:1_18:3,5.327324709,5.082985981,10.28443922,6.014064622,3.174552424,3.864994438,1.116183739,2.167580693,6.027021978,9.903122723,7.115439952,8.827662105,14.63811112,15.34151049,11.20070946,7.916945025
DG 18:1_20:4,21.11493849,14.23273096,28.80605529,18.89737942,17.24994405,14.51964386,7.370884987,14.80840781,4.201885716,3.644719372,1.419756099,7.156163074,4.101928963,3.331891757,9.645826637,4.803477283
DG 18:2_18:2,6.776693653,8.553701549,18.73910358,12.26598211,3.840003,4.038065338,3.826120126,4.069533187,3.547537117,2.637746095,1.79089077,4.478615213,3.977906217,3.180103714,4.827538117,5.101493501
DG 18:2_20:4,16.15597292,9.381126347,26.94945116,16.51507681,12.17806437,10.26222661,6.563826761,11.11185901,4.881221424,2.234218528,0.679335708,5.338431015,4.040844281,0.551613191,7.593011104,3.154190863
GM3 d18:1/16:0,0.884114105,0.744730638,0.646991793,0.821875198,0.686788209,1.020089193,0.739570066,0.77403789,0.716623519,0.636910674,0.804521273,0.820555052,0.962194769,0.764100788,0.829340027,0.71923981
GM3 d18:1/18:0,0.347198526,0.385314756,0.390955382,0.322187751,0.338437554,0.471484318,0.411021609,0.470284185,0.395875928,0.439104725,0.564926686,0.304497788,0.249339668,0.317603242,0.278406893,0.223152762
GM3 d18:1/24:0,0.05064562,0.061110781,0.052469822,0.054846086,0.036003995,0.069631727,0.067279466,0.044596949,0.060342696,0.066703402,0.064855197,0.065167231,0.056886312,0.07380819,0.037516163,0.043540831
Hex2Cer d18:1/16:0,1.058037404,1.623348133,0.838389031,1.251474869,1.153904042,1.75985128,0.483293628,0.922086318,0.524290177,0.855118887,0.543036257,0.730737085,0.481949479,0.586505081,0.820771076,0.658345053
Hex2Cer d18:1/20:0,0.079328803,0.082977207,0.05470207,0.055110115,0.053525939,0.056838307,0.028083116,0.038788304,0.030579393,0.04920546,0.020354259,0.058974544,0.034923875,0.04812534,0.044452933,0.043444821
Hex2Cer d18:1/22:0,0.058782523,0.052277801,0.055374145,0.062070888,0.03677208,0.083193231,0.035043889,0.050189569,0.038236243,0.028611175,0.042796749,0.048965433,0.033555723,0.034923875,0.0757044,0.026666959
Hex2Cer d18:1/24:0,0.042436709,0.05074163,0.035115897,0.036268024,0.038476269,0.035307918,0.028467159,0.026954991,0.024938767,0.043084781,0.046181124,0.035739966,0.02568285,0.030147345,0.043012773,0.022130456
Hex2Cer d18:1/24:1,0.079928869,0.076616502,0.056670288,0.054270022,0.051293692,0.06903166,0.048773412,0.056070222,0.055662176,0.053429929,0.051797748,0.066007324,0.057990435,0.044188903,0.052421817,0.028851201
Hex3Cer d18:1/16:0,0.170922966,0.234650038,0.17735568,0.13211066,0.146008202,0.14581618,0.123397693,0.141015648,0.118933197,0.130286457,0.129902414,0.18546858,0.170130878,0.142719837,0.152848961,0.113700617
Hex1Cer d18:1/16:0,0.330348657,0.521625882,0.384906711,0.475420755,0.28198329,0.313210755,0.25999685,0.462075274,0.402284639,0.367792812,0.394291752,0.486485982,0.447601668,0.284935618,0.335797261,0.321539679
Hex1Cer d18:1/18:0,0.057486379,0.055398147,0.042388704,0.083385253,0.053045886,0.040276469,0.040492493,0.057054331,0.024026666,0.045749076,0.020402264,0.050549609,0.027771082,0.056910315,0.062334917,0.02784309
Hex1Cer d18:1/20:0,0.016033779,0.037276136,0.020714299,0.040588504,0.029331255,0.023738634,0.032307585,0.031947545,0.013081452,0.014929657,0.028107119,0.030315364,0.027267026,0.03523591,0.027002996,0.028851201
Hex1Cer d18:1/22:0,0.070855862,0.113052545,0.073424147,0.097546824,0.043924874,0.081080997,0.055254131,0.070063775,0.034899873,0.036724075,0.070327804,0.101531266,0.04262873,0.049229463,0.035811974,0.035907984
